"Log ID",Date,Description,"Work Time (Formatted)","Work Time (Seconds)","Rest Time (Formatted)","Rest Time (Seconds)","Work Distance","Rest Distance","Stroke Rate/Cadence","Stroke Count",Pace,"Avg Watts",Cal/Hour,"Total Cal","Avg Heart Rate","Drag Factor",Age,Weight,Type,Ranked,Comments,"Date Entered"
99751108,"2025-03-22 07:21:00","v6:00/1:00r...6 BikeErg",21:00.0,1260,6:00.0,360,8459,1050,73,1741,2:28.9,106,664,230,157,55,41,,BikeErg,No,,"2025-03-22 12:22:07"
99714174,"2025-03-21 07:00:00","v1:00/1:00r...10 row",10:00.0,600,10:00.0,600,2081,1239,29,491,2:24.1,117,702,113,0,105,41,Hwt,RowErg,No,,"2025-03-21 12:01:14"
99672428,"2025-03-20 06:55:00","10x2:30/0:30r BikeErg",25:00.0,1500,5:00.0,300,9887,496,72,1904,2:31.7,100,644,266,0,55,41,,BikeErg,No,,"2025-03-20 11:56:03"
99580719,"2025-03-18 07:01:00","6x1:00/0:30r row",6:00.0,360,3:00.0,180,1287,249,31,216,2:19.8,128,740,71,0,99,41,Hwt,RowErg,No,,"2025-03-18 12:02:20"
99580257,"2025-03-18 06:51:00","v1:00/0:30r...1 row",1:00.0,60,0:30.0,30,210,76,34,49,2:22.8,120,713,11,0,98,41,Hwt,RowErg,No,,"2025-03-18 11:52:24"
99532209,"2025-03-17 07:03:00","v2:00/2:00r...5 row",14:00.0,840,10:00.0,600,2695,1314,30,635,2:35.8,92,618,141,0,99,41,Hwt,RowErg,No,,"2025-03-17 12:03:30"
99491813,"2025-03-16 07:09:00","40:00 BikeErg",40:00.0,2400,,,15181,,69,2770,2:38.0,89,604,401,0,55,41,,BikeErg,No,,"2025-03-16 12:09:34"
99457913,"2025-03-15 07:35:00","v3:00/2:00r...4 row",12:00.0,720,8:00.0,480,2220,1152,33,587,2:42.1,82,582,115,0,95,41,Hwt,RowErg,No,,"2025-03-15 12:35:58"
98693774,"2025-02-25 07:03:00","15:00 row",15:00.0,900,,,2769,,33,503,2:42.5,82,580,144,0,97,41,Hwt,RowErg,No,,"2025-02-25 13:03:17"
98609546,"2025-02-23 08:15:00","20:00 row",20:00.0,1200,,,3575,,32,641,2:47.8,74,554,183,0,97,41,Hwt,RowErg,No,,"2025-02-23 14:15:45"
98392760,"2025-02-18 07:08:00","30:00 BikeErg",30:00.0,1800,,,11212,,67,2034,2:40.5,85,591,294,0,57,41,,BikeErg,No,,"2025-02-18 13:09:32"
98342603,"2025-02-17 07:11:00","3000m row",17:35.0,1055,,,3000,,29,514,2:55.8,64,521,150,0,98,41,Hwt,RowErg,No,,"2025-02-17 13:12:08"
98230119,"2025-02-14 06:42:00","6:00 row",6:00.0,360,,,1108,,35,211,2:42.4,82,580,57,0,99,41,Hwt,RowErg,No,,"2025-02-14 12:42:47"
98182925,"2025-02-13 07:01:00","30:00 row",30:00.0,1800,,,5030,,28,858,2:58.9,61,510,253,123,97,41,Hwt,RowErg,No,,"2025-02-13 13:02:30"
98136150,"2025-02-12 07:28:00","20:00 row",20:00.0,1200,,,3611,,29,594,2:46.1,76,562,187,0,98,41,Hwt,RowErg,No,,"2025-02-12 13:28:42"
98083919,"2025-02-11 07:02:00","40:00 BikeErg",40:00.0,2400,,,15006,,68,2732,2:39.9,86,594,396,0,56,41,,BikeErg,No,,"2025-02-11 13:02:37"
97953335,"2025-02-08 07:42:00","v4:00/2:00r...7 row",19:00.0,1140,14:00.0,840,3749,1739,29,816,2:32.0,100,642,200,0,98,41,Hwt,RowErg,No,,"2025-02-08 13:42:36"
97910338,"2025-02-07 06:24:00","6:10 row",6:10.9,370.9,,,1018,,26,165,3:02.1,58,499,51,0,100,41,Hwt,RowErg,No,,"2025-02-07 12:25:36"
97864837,"2025-02-06 07:01:00","30:00 row",30:00.0,1800,,,4922,,27,828,3:02.8,57,497,246,121,97,41,Hwt,RowErg,No,,"2025-02-06 13:02:07"
97816675,"2025-02-05 06:52:00","v4:00/3:00r...4 BikeErg",16:00.0,960,12:00.0,720,6748,3601,77,1882,2:22.2,122,718,189,0,56,41,,BikeErg,No,,"2025-02-05 12:52:25"
97715093,"2025-02-03 07:11:00","30:00 BikeErg",30:00.0,1800,,,11400,,69,2078,2:37.8,89,606,303,0,56,41,,BikeErg,No,,"2025-02-03 13:11:45"
97674760,"2025-02-02 07:12:00","v2000m/3:00r...4 row",26:46.5,1606.5,12:00.0,720,5000,1462,30,1041,2:40.6,84,590,262,0,98,41,Hwt,RowErg,No,,"2025-02-02 13:13:35"
97588838,"2025-01-31 06:50:00","15:00 row",15:00.0,900,,,2642,,29,442,2:50.3,71,543,135,0,97,41,Hwt,RowErg,No,,"2025-01-31 12:51:20"
97537174,"2025-01-30 06:51:00","45:00 BikeErg",45:00.0,2700,,,16302,,67,3054,2:45.6,77,565,422,0,52,41,,BikeErg,No,,"2025-01-30 12:52:08"
97481668,"2025-01-29 06:11:00","5:54 row",5:54.1,354.1,,,1026,,31,183,2:52.5,68,534,51,0,96,41,Hwt,RowErg,No,,"2025-01-29 12:12:07"
97427704,"2025-01-28 07:04:00","v1:00/2:00r...5 row",15:00.0,900,10:00.0,600,2855,1396,28,639,2:37.6,89,607,150,0,99,41,Hwt,RowErg,No,,"2025-01-28 13:05:02"
97328760,"2025-01-26 09:01:00","v2000m/3:00r...3 BikeErg",14:41.8,881.8,9:00.0,540,6000,2807,76,1647,2:26.9,110,679,165,0,52,41,,BikeErg,No,,"2025-01-26 15:01:54"
97230018,"2025-01-24 06:52:00","6:08 row",6:08.2,368.2,,,1020,,25,154,3:00.4,60,504,51,0,100,41,Hwt,RowErg,No,,"2025-01-24 12:53:24"
97177512,"2025-01-23 07:00:00","24:41 row",24:41.8,1481.8,,,4020,,25,622,3:04.3,56,492,201,0,99,41,Hwt,RowErg,No,,"2025-01-23 13:01:43"
97119673,"2025-01-22 06:40:00","6:29 BikeErg",6:29.3,389.3,,,2039,,59,382,3:10.9,50,473,50,0,51,41,,BikeErg,No,,"2025-01-22 12:41:13"
97004172,"2025-01-20 06:59:00","6:24 row",6:24.1,384.1,,,1031,,25,161,3:06.2,54,486,51,0,99,41,Hwt,RowErg,No,,"2025-01-20 12:59:42"
96958805,"2025-01-19 07:28:00","v4000m/3:00r...3 BikeErg",16:33.3,993.3,6:00.0,360,7000,1240,79,1544,2:21.9,122,721,199,0,52,41,,BikeErg,No,,"2025-01-19 13:29:13"
96933415,"2025-01-18 13:14:00","3:34 row",3:34.3,214.3,,,526,,22,77,3:23.7,41,442,26,0,99,41,Hwt,RowErg,No,,"2025-01-18 19:15:01"
96933227,"2025-01-18 13:10:00","v1:00/2:00r...5 row",13:00.0,780,10:00.0,600,2708,1384,29,593,2:24.0,117,703,150,0,99,41,Hwt,RowErg,No,,"2025-01-18 19:10:53"
96866233,"2025-01-17 07:08:00","31:32 BikeErg",31:32.8,1892.8,,,11627,,69,2190,2:42.7,81,579,301,0,51,41,,BikeErg,No,,"2025-01-17 13:09:28"
96754116,"2025-01-15 07:00:00","v500m/2:00r...5 row",18:15.6,1095.6,10:00.0,600,3500,1304,29,737,2:36.5,91,614,184,0,100,41,Hwt,RowErg,No,,"2025-01-15 13:00:45"
96695239,"2025-01-14 06:49:00","v1:00/1:00r...6 BikeErg",21:00.0,1260,6:00.0,360,8726,1358,77,1891,2:24.3,116,700,242,0,51,41,,BikeErg,No,,"2025-01-14 12:50:09"
96584537,"2025-01-12 08:38:00","15:01 row",15:01.8,901.8,,,2565,,26,395,2:55.7,64,521,131,0,99,41,Hwt,RowErg,No,,"2025-01-12 14:38:26"
96533620,"2025-01-11 08:21:00","v3000m/2:00r...4 BikeErg",29:57.4,1797.4,8:00.0,480,12000,1918,72,2531,2:29.7,104,658,327,0,56,41,,BikeErg,No,,"2025-01-11 14:22:03"
96480932,"2025-01-10 07:12:00","20:00 row",20:00.0,1200,,,3713,,29,582,2:41.5,83,585,193,0,99,41,Hwt,RowErg,No,,"2025-01-10 13:13:14"
96367248,"2025-01-08 06:55:00","10:31 row",10:31.4,631.4,,,2028,,31,323,2:35.6,93,619,107,0,100,41,Hwt,RowErg,No,,"2025-01-08 12:55:42"
96307646,"2025-01-07 06:53:00","v1:40/0:20r...10 BikeErg",16:40.0,1000,3:20.0,200,7233,607,76,1391,2:18.2,132,755,204,0,60,41,,BikeErg,No,,"2025-01-07 12:54:18"
96278308,"2025-01-06 15:26:00","13:06 row",13:06.7,786.7,,,2138,,21,278,3:03.9,56,493,106,0,96,41,Hwt,RowErg,No,,"2025-01-06 21:27:29"
96154023,"2025-01-04 08:29:00","v500m/2:00r...8 row",21:30.7,1290.7,16:00.0,960,4000,2231,30,1011,2:41.3,83,586,206,0,92,41,Hwt,RowErg,No,,"2025-01-04 14:29:54"
96099609,"2025-01-03 07:15:00","5x2000m/1:30r BikeErg",27:18.9,1638.9,7:30.0,450,10000,300,66,1877,2:43.8,80,573,260,134,56,41,,BikeErg,No,,"2025-01-03 13:16:23"
96048866,"2025-01-02 07:40:00","v1:00/1:00r...7 row",10:00.0,600,7:00.0,420,2049,874,31,453,2:26.4,112,683,110,0,86,41,Hwt,RowErg,No,,"2025-01-02 13:41:17"
96002042,"2025-01-01 07:43:00","30:07 BikeErg",30:07.7,1807.7,,,10618,,69,2111,2:50.2,71,544,270,0,43,41,,BikeErg,No,,"2025-01-01 13:43:50"
95968770,"2024-12-31 07:26:00","3x5:00/2:00r row",15:00.0,900,6:00.0,360,2791,724,33,610,2:41.2,84,587,146,0,84,41,Hwt,RowErg,No,,"2024-12-31 13:27:19"
95794821,"2024-12-26 08:00:00","v3:00/1:00r...12 BikeErg",36:00.0,2160,12:00.0,720,14723,1679,80,3232,2:26.7,111,681,404,0,44,41,,BikeErg,No,,"2024-12-26 14:01:04"
95775308,"2024-12-25 11:46:00","4x1000m/1:30r row",20:49.9,1249.9,6:00.0,360,4000,605,30,731,2:36.2,92,615,212,0,86,41,Hwt,RowErg,No,,"2024-12-25 17:47:03"
95302143,"2024-12-14 09:05:00","v1000m/3:00r...1 row",5:22.0,322,3:00.0,180,1000,16,32,173,2:41.0,84,588,52,0,86,41,Hwt,RowErg,No,,"2024-12-14 15:05:23"
95301441,"2024-12-14 08:52:00","v2000m/3:00r...3 BikeErg",13:27.7,807.7,9:00.0,540,6000,1885,87,1559,2:14.6,143,793,176,0,44,41,,BikeErg,No,,"2024-12-14 14:52:41"
95300174,"2024-12-14 08:28:00","6:12 BikeErg",6:12.9,372.9,,,2056,,65,406,3:01.3,59,501,51,0,44,41,,BikeErg,No,,"2024-12-14 14:28:51"
95255158,"2024-12-13 07:05:00","4x1000m/2:00r row",21:52.0,1312,8:00.0,480,4000,535,32,786,2:44.0,79,573,208,0,87,40,Hwt,RowErg,No,,"2024-12-13 13:06:05"
95208469,"2024-12-12 07:00:00","8x2000m/1:30r BikeErg",40:25.7,2425.7,12:00.0,720,16000,1613,78,3496,2:31.6,100,645,434,154,43,40,,BikeErg,No,,"2024-12-12 13:01:48"
95158762,"2024-12-11 07:13:00","3:07 row",3:07.8,187.8,,,466,,27,83,3:21.5,43,447,23,0,85,40,Hwt,RowErg,No,,"2024-12-11 13:13:45"
95158507,"2024-12-11 07:07:00","v500m/2:00r...5 row",17:03.5,1023.5,10:00.0,600,3500,1035,31,697,2:26.2,112,685,192,0,85,40,Hwt,RowErg,No,,"2024-12-11 13:07:52"
95107158,"2024-12-10 06:46:00","4x3000m/1:00r BikeErg",31:25.8,1885.8,4:00.0,240,12000,1051,79,2719,2:37.1,90,610,317,148,37,40,,BikeErg,No,,"2024-12-10 12:47:12"
95014956,"2024-12-08 08:27:00","25:43 row",25:43.2,1543.2,,,4517,,32,827,2:50.8,70,541,229,74,84,40,Hwt,RowErg,No,,"2024-12-08 14:27:20"
94927980,"2024-12-06 06:56:00","11:34 row",11:34.1,694.1,,,2017,,33,393,2:52.0,69,536,102,0,85,40,Hwt,RowErg,No,,"2024-12-06 12:57:00"
94927279,"2024-12-06 06:39:00","v1:40/0:20r...10 BikeErg",16:40.0,1000,3:20.0,200,6957,554,86,1554,2:23.7,118,705,191,0,38,40,,BikeErg,No,,"2024-12-06 12:40:30"
94926444,"2024-12-06 06:19:00","12:23 BikeErg",12:23.5,743.5,,,4022,,67,834,3:04.8,55,490,100,0,38,40,,BikeErg,No,,"2024-12-06 12:20:09"
94909407,"2024-12-05 17:59:00","24:30 row",24:30.1,1470.1,,,4089,,28,704,2:59.7,60,507,206,0,82,40,Hwt,RowErg,No,,"2024-12-06 00:00:53"
94879409,"2024-12-05 07:07:00","12:04 row",12:04.3,724.3,,,2018,,34,412,2:59.4,61,508,100,0,81,40,Hwt,RowErg,No,,"2024-12-05 13:08:17"
94878773,"2024-12-05 06:53:00","41:35 BikeErg",41:35.6,2495.6,,,15064,,74,3103,2:45.6,77,564,387,0,38,40,,BikeErg,No,,"2024-12-05 12:54:06"
94859485,"2024-12-04 17:26:00","2000m row",11:40.2,700.2,,,2000,,33,396,2:55.0,65,524,100,0,80,40,Hwt,RowErg,No,,"2024-12-04 23:27:12"
94830240,"2024-12-04 07:06:00","12:14 row",12:14.2,734.2,,,2016,,32,397,3:02.0,58,499,101,0,80,40,Hwt,RowErg,No,,"2024-12-04 13:07:28"
94829527,"2024-12-04 06:50:00","1:05:46 BikeErg",1:05:46.2,3946.2,,,23031,,71,4697,2:51.3,70,539,585,0,80,40,,BikeErg,No,,"2024-12-04 12:51:39"
94810214,"2024-12-03 18:15:00","20:48 row",20:48.0,1248,,,3523,,27,571,2:57.1,63,516,177,0,90,40,Hwt,RowErg,No,,"2024-12-04 00:16:45"
94776116,"2024-12-03 07:14:00","52:36 BikeErg",52:36.9,3156.9,,,18333,,73,3895,2:52.1,69,535,467,0,35,40,,BikeErg,No,,"2024-12-03 13:14:20"
94759396,"2024-12-02 20:55:00","11:42 row",11:42.5,702.5,,,2071,,27,327,2:49.6,72,546,106,0,105,40,Hwt,RowErg,No,,"2024-12-03 02:56:36"
94720756,"2024-12-02 07:11:00","2000m row",11:28.2,688.2,,,2000,,28,322,2:52.0,69,536,100,0,105,40,Hwt,RowErg,No,,"2024-12-02 13:11:48"
94720015,"2024-12-02 06:57:00","34:29 BikeErg",34:29.0,2069,,,12104,,74,2577,2:50.9,70,541,308,0,35,40,,BikeErg,No,,"2024-12-02 12:58:11"
94689837,"2024-12-01 12:27:00","1:26:21 BikeErg",1:26:21.1,5181.1,,,30083,,73,6408,2:52.2,69,535,766,0,70,40,,BikeErg,No,,"2024-12-01 18:28:30"
94641479,"2024-11-30 09:34:00","40:59 row",40:59.7,2459.7,,,7016,,25,1061,2:55.2,65,523,352,0,105,40,Hwt,RowErg,No,,"2024-11-30 15:35:21"
94595810,"2024-11-29 07:42:00","11:10 row",11:10.3,670.3,,,2019,,31,357,2:45.9,77,563,103,0,107,40,Hwt,RowErg,No,,"2024-11-29 13:43:27"
94595310,"2024-11-29 07:27:00","1:00:09 BikeErg",1:00:09.1,3609.1,,,21867,,66,4008,2:45.0,78,567,565,0,54,40,,BikeErg,No,,"2024-11-29 13:28:04"
94553177,"2024-11-28 07:52:00","5:44 row",5:44.2,344.2,,,1015,,30,177,2:49.5,72,547,52,0,106,40,Hwt,RowErg,No,,"2024-11-28 13:53:35"
94552915,"2024-11-28 07:46:00","19:29 BikeErg",19:29.9,1169.9,,,6049,,57,1115,3:13.4,48,466,150,0,54,40,,BikeErg,No,,"2024-11-28 13:46:34"
94551956,"2024-11-28 07:21:00","v1500m/2:00r...5 BikeErg",16:44.4,1004.4,10:00.0,600,7500,2668,82,1876,2:13.9,146,801,221,0,54,40,,BikeErg,No,,"2024-11-28 13:22:08"
94550931,"2024-11-28 06:54:00","3:40 BikeErg",3:40.4,220.4,,,1031,,52,189,3:33.7,36,423,25,0,53,40,,BikeErg,No,,"2024-11-28 12:54:48"
94513117,"2024-11-27 07:49:00","10x500m/1:30r row",25:22.5,1522.5,15:00.0,900,5000,1404,31,1022,2:32.2,99,641,270,169,105,40,Hwt,RowErg,No,,"2024-11-27 13:50:13"
94469938,"2024-11-26 07:17:00","40:00 BikeErg",40:00.0,2400,,,15627,,71,2875,2:33.5,97,632,419,0,54,40,,BikeErg,No,,"2024-11-26 13:18:33"
94426094,"2024-11-25 07:15:00","15:00 row",15:00.0,900,,,2919,,33,501,2:34.1,96,628,155,159,103,40,Hwt,RowErg,No,,"2024-11-25 13:15:49"
94320876,"2024-11-22 07:04:00","v500m/1:00r...6 row",14:24.3,864.3,6:00.0,360,3000,292,33,524,2:24.0,117,702,166,171,104,40,Hwt,RowErg,No,,"2024-11-22 13:05:21"
94281307,"2024-11-21 07:02:00","40:00 BikeErg",40:00.0,2400,,,16062,,74,2965,2:29.4,105,661,438,0,53,40,,BikeErg,No,,"2024-11-21 13:02:58"
94239584,"2024-11-20 07:02:00","4x1000m/1:30r row",21:30.3,1290.3,6:00.0,360,4000,667,29,742,2:41.2,83,587,209,149,104,40,Hwt,RowErg,No,,"2024-11-20 13:03:19"
94056274,"2024-11-15 07:01:00","40:00 BikeErg",40:00.0,2400,,,15544,,71,2874,2:34.4,95,627,417,0,53,40,,BikeErg,No,,"2024-11-15 13:02:00"
93975128,"2024-11-13 07:04:00","25:00 row",25:00.0,1500,,,4634,,28,715,2:41.8,83,584,243,149,106,40,Hwt,RowErg,No,,"2024-11-13 13:05:37"
93794144,"2024-11-08 07:03:00","6:32 row",6:32.8,392.8,,,1027,,23,156,3:11.2,50,472,51,123,107,40,Hwt,RowErg,No,,"2024-11-08 13:03:48"
93793900,"2024-11-08 06:56:00","v2:00/1:00r...8 row",16:00.0,960,8:00.0,480,3273,1026,31,648,2:26.6,111,681,177,161,106,40,Hwt,RowErg,No,,"2024-11-08 12:56:47"
93679281,"2024-11-05 07:34:00","40:00 BikeErg",40:00.0,2400,,,15291,,71,2850,2:36.9,91,611,407,164,52,40,,BikeErg,No,,"2024-11-05 13:35:05"
93634975,"2024-11-04 07:08:00","20:00 row",20:00.0,1200,,,3509,,27,555,2:50.9,70,540,178,133,103,40,Hwt,RowErg,No,,"2024-11-04 13:09:39"
93466987,"2024-10-30 06:42:00","20:00 row",20:00.0,1200,,,3735,,29,592,2:40.6,84,590,194,0,104,40,Hwt,RowErg,No,,"2024-10-30 11:42:39"
93427136,"2024-10-29 06:52:00","v1:00/2:00r...5 BikeErg",13:00.0,780,10:00.0,600,5614,3078,80,1617,2:18.9,130,749,161,170,53,40,,BikeErg,No,,"2024-10-29 11:53:25"
93298033,"2024-10-25 07:10:00","25:07 row",25:07.8,1507.8,,,4270,,26,656,2:56.5,64,518,213,133,103,40,Hwt,RowErg,No,,"2024-10-25 12:11:48"
93261608,"2024-10-24 07:14:00","4:05 BikeErg",4:05.4,245.4,,,1055,,47,194,3:52.6,28,395,26,113,54,40,,BikeErg,No,,"2024-10-24 12:14:49"
93261218,"2024-10-24 07:01:00","40:05 BikeErg",40:05.2,2405.2,,,15218,,70,2824,2:38.0,89,605,404,154,53,40,,BikeErg,No,,"2024-10-24 12:01:49"
92999745,"2024-10-16 07:11:00","25:09 row",25:09.1,1509.1,,,4424,,27,707,2:50.5,71,542,225,143,106,40,Hwt,RowErg,No,,"2024-10-16 12:12:06"
92960817,"2024-10-15 07:16:00","30:33 BikeErg",30:33.1,1833.1,,,10738,,67,2059,2:50.7,70,542,276,0,47,40,,BikeErg,No,,"2024-10-15 12:17:02"
92920764,"2024-10-14 07:05:00","20:08 row",20:08.1,1208.1,,,3535,,27,549,2:50.8,70,541,181,0,104,40,Hwt,RowErg,No,,"2024-10-14 12:06:18"
92890656,"2024-10-13 07:19:00","5:53 row",5:53.3,353.3,,,1018,,25,150,2:53.5,67,530,51,0,103,40,Hwt,RowErg,No,,"2024-10-13 12:19:48"
92863541,"2024-10-12 07:16:00","42:49 BikeErg",42:49.4,2569.4,,,15029,,64,2758,2:50.9,70,541,385,143,54,40,,BikeErg,No,,"2024-10-12 12:17:18"
92798453,"2024-10-10 07:03:00","35:11 BikeErg",35:11.9,2111.9,,,13091,,64,2266,2:41.3,83,586,342,137,64,40,,BikeErg,No,,"2024-10-10 12:03:52"
92721626,"2024-10-08 07:05:00","10:33 row",10:33.8,633.8,,,2017,,27,296,2:37.1,90,610,106,152,105,40,Hwt,RowErg,No,,"2024-10-08 12:06:04"
92626140,"2024-10-05 08:47:00","30:04 row",30:04.4,1804.4,,,5343,,26,811,2:48.8,73,550,271,0,101,40,Hwt,RowErg,No,,"2024-10-05 13:47:37"
92349464,"2024-09-27 07:10:00","25:06 row",25:06.4,1506.4,,,4377,,26,672,2:52.0,69,536,221,141,103,40,Hwt,RowErg,No,,"2024-09-27 12:11:34"
92164916,"2024-09-22 08:08:00","20:11 row",20:11.5,1211.5,,,3432,,27,556,2:56.5,64,519,173,134,88,40,Hwt,RowErg,No,,"2024-09-22 13:09:31"
92039049,"2024-09-18 07:05:00","20:50 row",20:50.3,1250.3,,,3516,,28,593,2:57.8,62,514,177,136,88,40,Hwt,RowErg,No,,"2024-09-18 12:05:36"
91813867,"2024-09-11 07:06:00","30:11 row",30:11.8,1811.8,,,5523,,28,862,2:44.0,79,572,285,162,100,40,Hwt,RowErg,No,,"2024-09-11 12:07:16"
91739247,"2024-09-09 07:10:00","20:40 row",20:40.7,1240.7,,,3514,,26,553,2:56.5,64,518,177,136,100,40,Hwt,RowErg,No,,"2024-09-09 12:11:01"
91623003,"2024-09-05 07:17:00","22:54 row",22:54.3,1374.3,,,4018,,26,617,2:51.0,70,540,204,145,100,40,Hwt,RowErg,No,,"2024-09-05 12:17:56"
91437196,"2024-08-30 07:17:00","15:12 row",15:12.9,912.9,,,2525,,25,387,3:00.7,59,503,126,136,99,40,Hwt,RowErg,No,,"2024-08-30 12:18:00"
91294631,"2024-08-26 07:15:00","12:10 row",12:10.9,730.9,,,2066,,25,314,2:56.8,63,517,104,132,100,40,Hwt,RowErg,No,,"2024-08-26 12:16:11"
91266354,"2024-08-25 08:31:00","10:09 BikeErg",10:09.0,609,,,3311,,55,564,3:03.9,56,493,82,141,69,40,,BikeErg,No,,"2024-08-25 13:32:06"
91266039,"2024-08-25 08:18:00","25:28 row",25:28.8,1528.8,,,4022,,23,588,3:10.0,51,475,199,127,101,40,Hwt,RowErg,No,,"2024-08-25 13:19:11"
90158759,"2024-07-20 08:14:00","v4:00/3:00r...4 row",16:00.0,960,12:00.0,720,3115,1648,29,719,2:34.0,96,629,167,147,101,40,Hwt,RowErg,No,,"2024-07-20 13:15:30"
90105894,"2024-07-18 07:18:00","30:00 row",30:00.0,1800,,,5024,,26,782,2:59.1,61,509,253,118,100,40,Hwt,RowErg,No,,"2024-07-18 12:19:41"
90105059,"2024-07-18 06:47:00","1:17 row",1:17.0,77,,,185,,22,28,3:28.1,39,433,9,95,102,40,Hwt,RowErg,No,,"2024-07-18 11:48:38"
89874940,"2024-07-10 07:45:00","v2:00/1:00r...8 row",16:00.0,960,8:00.0,480,3306,752,30,585,2:25.1,114,693,183,165,,40,Hwt,RowErg,No,,"2024-07-10 12:45:18"
89782512,"2024-07-07 08:35:00","v5:00/2:00r...5 row",15:00.0,900,10:00.0,600,3114,868,30,577,2:24.5,116,699,173,166,,40,Hwt,RowErg,No,,"2024-07-07 13:35:28"
89535426,"2024-06-28 07:17:00","v1000m/1:00r...5 row",25:45.9,1545.9,5:00.0,300,5000,227,30,811,2:34.5,95,626,268,167,100,40,Hwt,RowErg,No,,"2024-06-28 12:18:09"
89444374,"2024-06-25 07:22:00","27:10 row",27:10.1,1630.1,,,4736,,28,776,2:52.0,69,536,240,135,98,40,Hwt,RowErg,No,,"2024-06-25 12:23:44"
89362211,"2024-06-22 08:24:00","v500m/2:00r...8 row",18:54.0,1134,16:00.0,960,4000,527,30,653,2:21.7,123,722,226,171,101,40,Hwt,RowErg,No,,"2024-06-22 13:25:24"
