"Log ID",Date,Description,"Work Time (Formatted)","Work Time (Seconds)","Rest Time (Formatted)","Rest Time (Seconds)","Work Distance","Rest Distance","Stroke Rate/Cadence","Stroke Count",Pace,"Avg Watts",Cal/Hour,"Total Cal","Avg Heart Rate","Drag Factor",Age,Weight,Type,Ranked,Comments,"Date Entered"
86694111,"2024-03-31 12:09:00","500m row",2:20.7,140.7,,,500,,25,59,2:20.7,126,732,25,142,104,40,Hwt,RowErg,No,,"2024-03-31 17:09:40"
86693928,"2024-03-31 12:01:00","45:00 BikeErg",45:00.0,2700,,,15820,,62,2817,2:50.6,70,542,407,124,60,40,,BikeErg,No,,"2024-03-31 17:02:33"
86634032,"2024-03-29 08:25:00","v2000m/1:00r...4 BikeErg",18:56.0,1136,4:00.0,240,8000,441,74,1485,2:22.0,122,720,225,163,62,40,,BikeErg,No,,"2024-03-29 13:26:16"
86553529,"2024-03-27 07:02:00","v4:00/2:00r...6 BikeErg",24:00.0,1440,12:00.0,720,10074,3101,70,2226,2:22.9,120,712,281,170,69,40,,BikeErg,No,,"2024-03-27 12:03:07"
86512223,"2024-03-26 07:03:00","25:00 row",25:00.0,1500,,,4593,,29,740,2:43.2,80,576,238,152,99,40,Hwt,RowErg,No,,"2024-03-26 12:03:26"
86437664,"2024-03-24 08:21:00","11:15 BikeErg",11:15.3,675.3,,,4065,,61,691,2:46.1,76,562,104,149,69,40,,BikeErg,No,,"2024-03-24 13:22:13"
86437320,"2024-03-24 08:09:00","v4:00/2:00r...4 BikeErg",16:00.0,960,8:00.0,480,7029,1911,74,1518,2:16.5,137,772,204,174,69,40,,BikeErg,No,,"2024-03-24 13:10:24"
86404564,"2024-03-23 08:47:00","3500m row",19:50.0,1190,,,3500,,28,571,2:50.0,71,545,178,148,103,40,Hwt,RowErg,No,,"2024-03-23 13:48:00"
86403697,"2024-03-23 08:25:00","v3:00/2:00r...4 row",12:00.0,720,8:00.0,480,2423,1043,28,498,2:28.5,107,667,132,164,104,40,Hwt,RowErg,No,,"2024-03-23 13:25:30"
86285713,"2024-03-20 07:02:00","35:00 BikeErg",35:00.0,2100,,,13145,,67,2354,2:39.7,86,595,344,143,59,40,,BikeErg,No,,"2024-03-20 12:02:23"
86242312,"2024-03-19 06:55:00","5:35 row",5:35.4,335.4,,,1026,,30,169,2:43.4,80,575,53,152,92,40,Hwt,RowErg,No,,"2024-03-19 11:55:59"
86242014,"2024-03-19 06:48:00","v1:00/1:00r...7 row",16:00.0,960,7:00.0,420,3169,929,27,567,2:31.4,101,646,170,158,117,40,Hwt,RowErg,No,,"2024-03-19 11:48:39"
86165732,"2024-03-17 08:23:00","7500m BikeErg",21:01.0,1261,,,7500,,63,1344,2:48.1,74,553,191,142,59,40,,BikeErg,No,,"2024-03-17 13:24:03"
86165110,"2024-03-17 08:01:00","v3:00/2:00r...5 BikeErg",15:00.0,900,10:00.0,600,6529,3045,78,1717,2:17.8,134,759,188,169,58,40,,BikeErg,No,,"2024-03-17 13:02:14"
86133366,"2024-03-16 07:41:00","5:50 row",5:50.7,350.7,,,1022,,25,149,2:51.5,69,538,52,143,115,40,Hwt,RowErg,No,,"2024-03-16 12:42:15"
86133031,"2024-03-16 07:30:00","v250m/0:45r...12 row",14:44.4,884.4,9:00.0,540,3000,1103,28,569,2:27.4,109,676,161,165,116,40,Hwt,RowErg,No,,"2024-03-16 12:31:32"
86058813,"2024-03-14 06:59:00","7:12 BikeErg",7:12.9,432.9,,,2068,,51,372,3:29.3,38,431,51,130,58,40,,BikeErg,No,,"2024-03-14 12:00:27"
86058444,"2024-03-14 06:51:00","v1000m/2:00r...5 BikeErg",16:26.1,986.1,10:00.0,600,7000,2276,76,1669,2:20.8,125,730,198,170,58,40,,BikeErg,No,,"2024-03-14 11:52:33"
85975352,"2024-03-12 07:05:00","5x1200m/1:15r row",34:04.2,2044.2,6:15.0,375,6000,508,25,949,2:50.3,71,543,307,136,115,40,Hwt,RowErg,No,,"2024-03-12 12:05:39"
85899969,"2024-03-10 10:01:00","40:00 BikeErg",40:00.0,2400,,,15403,,69,2788,2:35.8,93,618,409,155,57,40,,BikeErg,No,,"2024-03-10 15:01:32"
85865029,"2024-03-09 09:19:00","30:00 row",30:00.0,1800,,,5279,,26,802,2:50.4,71,543,269,139,116,40,Hwt,RowErg,No,,"2024-03-09 15:20:00"
85863750,"2024-03-09 08:48:00","2:43 row",2:43.9,163.9,,,527,,25,69,2:35.5,93,620,28,0,118,40,Hwt,RowErg,No,,"2024-03-09 14:49:00"
85823058,"2024-03-08 06:51:00","10000m BikeErg",24:39.2,1479.2,,,10000,,71,1767,2:27.9,108,672,273,168,61,40,,BikeErg,No,,"2024-03-08 12:53:03"
85781430,"2024-03-07 07:09:00","13:37 BikeErg",13:37.9,817.9,,,4041,,52,714,3:22.4,42,445,100,125,61,40,,BikeErg,No,,"2024-03-07 13:09:57"
85780884,"2024-03-07 06:55:00","v2:30/0:30r...10 BikeErg",25:00.0,1500,5:00.0,300,10438,557,74,1956,2:23.7,118,705,290,169,60,40,,BikeErg,No,,"2024-03-07 12:55:36"
85690362,"2024-03-05 07:07:00","17:55 row",17:55.9,1075.9,,,3023,,23,421,2:57.9,62,513,152,135,118,40,Hwt,RowErg,No,,"2024-03-05 13:08:31"
85689395,"2024-03-05 06:47:00","v1:00/1:00r...7 row",10:00.0,600,7:00.0,420,2244,753,30,408,2:13.6,146,804,132,175,117,40,Hwt,RowErg,No,,"2024-03-05 12:47:39"
85611711,"2024-03-03 08:35:00","20000m BikeErg",53:23.2,3203.2,,,20000,,62,3338,2:40.1,85,593,526,146,75,40,,BikeErg,No,,"2024-03-03 14:36:26"
85576438,"2024-03-02 08:37:00","30:00 row",30:00.0,1800,,,5399,,26,786,2:46.6,76,560,279,147,116,40,Hwt,RowErg,No,,"2024-03-02 14:38:55"
85492471,"2024-02-29 07:02:00","v4000m/3:00r...4 BikeErg",25:01.1,1501.1,12:00.0,720,10000,3353,65,2188,2:30.1,103,656,271,159,77,40,,BikeErg,No,,"2024-02-29 13:02:48"
85404843,"2024-02-27 06:58:00","5000m row",26:15.4,1575.4,,,5000,,27,717,2:37.5,90,608,264,156,114,40,Hwt,RowErg,No,,"2024-02-27 12:59:57"
85327000,"2024-02-25 08:39:00","12:32 BikeErg",12:32.7,752.7,,,4020,,53,670,3:07.2,53,483,99,133,77,40,,BikeErg,No,,"2024-02-25 14:39:59"
85326473,"2024-02-25 08:25:00","v1000m/1:00r...6 BikeErg",13:49.4,829.4,6:00.0,360,6000,1035,76,1241,2:18.2,133,756,170,173,61,40,,BikeErg,No,,"2024-02-25 14:26:05"
85308904,"2024-02-24 15:31:00","v4:00/2:00r...5 row",20:00.0,1200,10:00.0,600,3760,1572,27,770,2:39.5,86,596,197,153,116,40,Hwt,RowErg,No,,"2024-02-24 21:32:01"
85212268,"2024-02-22 07:08:00","18:32 BikeErg",18:32.0,1112,,,6049,,52,973,3:03.8,56,493,151,134,81,40,,BikeErg,No,,"2024-02-22 13:08:47"
85211524,"2024-02-22 06:49:00","v1:00/3:00r...8 BikeErg",8:00.0,480,24:00.0,1440,3528,9026,70,2014,2:16.0,139,778,101,167,81,40,,BikeErg,No,,"2024-02-22 12:49:49"
85124497,"2024-02-20 07:03:00","1:57 row",1:57.3,117.3,,,323,,23,44,3:01.5,58,501,16,143,119,40,Hwt,RowErg,No,,"2024-02-20 13:03:22"
85124406,"2024-02-20 07:00:00","3000m row",15:15.8,915.8,,,3000,,27,431,2:32.6,98,638,160,164,118,40,Hwt,RowErg,No,,"2024-02-20 13:00:51"
85045662,"2024-02-18 09:03:00","51:05 BikeErg",51:05.4,3065.4,,,19037,,59,3054,2:41.0,84,588,501,152,82,40,,BikeErg,No,,"2024-02-18 15:04:02"
85010682,"2024-02-17 08:45:00","5000m row",25:55.3,1555.3,,,5000,,26,695,2:35.5,93,620,265,165,118,40,Hwt,RowErg,No,,"2024-02-17 14:46:16"
85009467,"2024-02-17 08:18:00","1:07 row",1:07.0,67,,,190,,18,19,2:56.3,64,519,9,129,120,40,Hwt,RowErg,No,,"2024-02-17 14:19:20"
84928329,"2024-02-15 07:04:00","5:26 BikeErg",5:26.4,326.4,,,2048,,60,330,2:39.3,86,597,53,156,81,40,,BikeErg,No,,"2024-02-15 13:04:39"
84928013,"2024-02-15 06:56:00","v1:00/1:00r...12 BikeErg",12:00.0,720,12:00.0,720,5044,3903,67,1438,2:22.7,120,714,136,162,81,40,,BikeErg,No,,"2024-02-15 12:56:45"
84927025,"2024-02-15 06:30:00","1:41 BikeErg",1:41.7,101.7,,,686,,65,109,2:28.2,107,669,18,155,81,40,,BikeErg,No,,"2024-02-15 12:31:56"
84926888,"2024-02-15 06:28:00","0:46 BikeErg",0:46.9,46.9,,,291,,59,46,2:41.1,84,587,7,0,81,40,,BikeErg,No,,"2024-02-15 12:28:56"
84839287,"2024-02-13 06:50:00","v0:45/0:45r...20 row",15:00.0,900,15:00.0,900,3003,2419,26,730,2:29.8,104,657,155,148,117,40,Hwt,RowErg,No,,"2024-02-13 12:49:57"
84794852,"2024-02-12 07:20:00","30:11 BikeErg",30:11.0,1811,,,10701,,56,1709,2:49.2,72,548,274,133,83,40,,BikeErg,No,,"2024-02-12 13:21:34"
84726892,"2024-02-10 09:00:00","35:36 BikeErg",35:36.1,2136.1,,,12197,,54,1955,2:55.1,65,524,307,134,82,40,,BikeErg,No,,"2024-02-10 15:00:51"
84053967,"2024-01-26 07:08:00","v5:00/2:00r...4 row",20:00.0,1200,8:00.0,480,3856,1167,26,694,2:35.6,93,619,206,154,117,40,Hwt,RowErg,No,,"2024-01-26 13:09:03"
84005326,"2024-01-25 07:17:00","16:11 BikeErg",16:11.7,971.7,,,6058,,60,969,2:40.3,85,591,158,161,83,40,,BikeErg,No,,"2024-01-25 13:18:14"
84004569,"2024-01-25 06:59:00","v1:00/1:00r...7 BikeErg",10:00.0,600,7:00.0,420,4217,2220,67,1028,2:22.2,122,718,115,161,82,40,,BikeErg,No,,"2024-01-25 13:00:15"
83989623,"2024-01-24 20:24:00","5:31 BikeErg",5:31.6,331.6,,,2025,,59,324,2:43.7,80,574,52,0,82,40,,BikeErg,No,,"2024-01-25 02:25:24"
83952443,"2024-01-24 07:19:00","5:46 row",5:46.1,346.1,,,1018,,25,147,2:49.9,71,545,51,144,116,40,Hwt,RowErg,No,,"2024-01-24 13:19:20"
83952120,"2024-01-24 07:11:00","v0:20/0:10r...22 row",7:20.0,440,11:43.0,703,1518,2000,30,516,2:24.9,115,695,72,156,116,40,Hwt,RowErg,No,,"2024-01-24 13:12:20"
83800673,"2024-01-21 09:37:00","11:09 row",11:09.1,669.1,,,2018,,26,296,2:45.7,77,564,103,145,124,40,Hwt,RowErg,No,,"2024-01-21 15:37:26"
83753316,"2024-01-20 07:58:00","11:26 row",11:26.5,686.5,,,2023,,25,292,2:49.6,72,546,103,145,128,40,Hwt,RowErg,No,,"2024-01-20 13:58:56"
83752428,"2024-01-20 07:40:00","v1000m/0:20r...5 row",25:34.5,1534.5,1:40.0,100,5000,124,26,689,2:33.4,97,633,268,163,126,40,Hwt,RowErg,No,,"2024-01-20 13:41:17"
83658936,"2024-01-18 07:15:00","5:33 row",5:33.6,333.6,,,1020,,25,141,2:43.5,80,575,52,154,121,40,Hwt,RowErg,No,,"2024-01-18 13:16:10"
83658643,"2024-01-18 07:07:00","v1:00/1:00r...10 row",10:00.0,600,10:00.0,600,2138,1526,28,500,2:20.3,127,736,118,166,120,40,Hwt,RowErg,No,,"2024-01-18 13:08:21"
83552218,"2024-01-16 07:39:00","6:06 row",6:06.2,366.2,,,1046,,23,145,2:55.0,65,524,52,141,122,40,Hwt,RowErg,No,,"2024-01-16 13:39:53"
83551930,"2024-01-16 07:32:00","v1000m/1:00r...4 row",20:44.6,1244.6,4:00.0,240,4000,441,26,610,2:35.5,93,619,213,156,120,40,Hwt,RowErg,No,,"2024-01-16 13:32:56"
83458436,"2024-01-14 09:14:00","v250m/0:45r...12 row",14:41.1,881.1,9:00.0,540,3000,1283,27,580,2:26.8,111,680,162,166,134,40,Hwt,RowErg,No,,"2024-01-14 15:15:15"
83414976,"2024-01-13 08:32:00","12:10 row",12:10.2,730.2,,,2111,,23,285,2:52.9,68,532,106,139,127,40,Hwt,RowErg,No,,"2024-01-13 14:32:55"
83414048,"2024-01-13 08:14:00","v2:00/1:00r...6 row",12:00.0,720,6:00.0,360,2496,867,28,456,2:24.2,117,701,137,0,121,40,Hwt,RowErg,No,,"2024-01-13 14:14:53"
83318296,"2024-01-11 07:14:00","32:03 row",32:03.7,1923.7,,,5636,,23,759,2:50.6,70,542,289,0,128,40,Hwt,RowErg,No,,"2024-01-11 13:14:45"
83316844,"2024-01-11 06:40:00","v1:00/3:00r...2 row",2:00.0,120,6:00.0,360,308,758,20,137,3:14.8,47,462,16,0,114,40,Hwt,RowErg,No,,"2024-01-11 12:41:29"
83159146,"2024-01-08 07:13:00","27:48 row",27:48.1,1668.1,,,5069,,24,690,2:44.5,79,570,263,0,123,40,Hwt,RowErg,No,,"2024-01-08 13:14:03"
