"Log ID",Date,Description,"Work Time (Formatted)","Work Time (Seconds)","Rest Time (Formatted)","Rest Time (Seconds)","Work Distance","Rest Distance","Stroke Rate/Cadence","Stroke Count",Pace,"Avg Watts",Cal/Hour,"Total Cal","Avg Heart Rate","Drag Factor",Age,Weight,Type,Ranked,Comments,"Date Entered"
109810512,"2025-12-15 06:52:00","4x1000m/1:15r row",22:12.4,1332.4,5:00.0,300,4000,312,33,770,2:46.5,76,560,208,0,103,42,Hwt,RowErg,No,,"2025-12-15 12:52:55"
109769915,"2025-12-14 08:33:00","8x250m/1:00r SkiErg",10:46.4,646.4,8:00.0,480,2000,280,31,366,2:41.6,83,585,103,0,75,42,,SkiErg,No,,"2025-12-14 14:34:17"
109724962,"2025-12-13 07:00:00","22:41 row",22:41.8,1361.8,,,4017,,28,658,2:49.5,72,547,209,0,105,41,Hwt,RowErg,No,,"2025-12-13 13:01:25"
109680885,"2025-12-12 06:35:00","45:00 BikeErg",45:00.0,2700,,,17635,,71,3219,2:33.1,98,635,480,0,56,41,,BikeErg,No,,"2025-12-12 12:36:25"
109579065,"2025-12-10 06:41:00","8x300m/1:15r SkiErg",13:28.0,808,10:00.0,600,2400,117,28,389,2:48.3,73,552,126,0,72,41,,SkiErg,No,,"2025-12-10 12:41:22"
109525049,"2025-12-09 06:39:00","4000m row",23:35.6,1415.6,,,4000,,28,668,2:56.9,63,517,205,0,102,41,Hwt,RowErg,No,,"2025-12-09 12:40:22"
109469714,"2025-12-08 06:49:00","3x250m/1:00r SkiErg",4:10.4,250.4,3:00.0,180,750,58,29,126,2:46.9,75,558,40,0,75,41,,SkiErg,No,,"2025-12-08 12:49:36"
109469001,"2025-12-08 06:35:00","16000m BikeErg",44:35.2,2675.2,,,16000,,65,2913,2:47.2,75,557,416,0,56,41,,BikeErg,No,,"2025-12-08 12:35:22"
109384413,"2025-12-06 07:16:00","18:13 row",18:13.5,1093.5,,,3060,,30,547,2:58.6,61,511,156,0,102,41,Hwt,RowErg,No,,"2025-12-06 13:17:00"
109383283,"2025-12-06 06:48:00","20:07 BikeErg",20:07.5,1207.5,,,7221,,65,1320,2:47.2,75,557,184,0,55,41,,BikeErg,No,,"2025-12-06 12:49:05"
109339053,"2025-12-05 06:48:00","8x500m/1:00r row",22:35.5,1355.5,8:00.0,480,4000,536,33,835,2:49.4,72,547,204,0,101,41,Hwt,RowErg,No,,"2025-12-05 12:48:41"
109287382,"2025-12-04 06:38:00","3:03 SkiErg",3:03.6,183.6,,,513,,23,69,2:58.9,61,510,26,0,77,41,,SkiErg,No,,"2025-12-04 12:39:19"
109286911,"2025-12-04 06:27:00","15000m BikeErg",40:23.1,2423.1,,,15000,,67,2735,2:41.5,83,585,396,0,56,41,,BikeErg,No,,"2025-12-04 12:28:27"
109242249,"2025-12-03 09:16:00","11:41 row",11:41.0,701,,,2046,,27,329,2:51.3,70,539,106,0,102,41,Hwt,RowErg,No,,"2025-12-03 15:16:43"
109215126,"2025-12-02 18:56:00","8:37 row",8:37.5,517.5,,,1536,,31,269,2:48.4,73,551,79,0,103,41,Hwt,RowErg,No,,"2025-12-03 00:56:27"
109177477,"2025-12-02 06:46:00","40:00 BikeErg",40:00.0,2400,,,15195,,69,2778,2:37.9,89,605,404,0,56,41,,BikeErg,No,,"2025-12-02 12:47:16"
109148323,"2025-12-01 15:35:00","9:04 row",9:04.9,544.9,,,1740,,29,269,2:36.5,91,613,94,0,105,41,Hwt,RowErg,No,,"2025-12-01 21:35:56"
109119232,"2025-12-01 06:50:00","3500m row",19:47.2,1187.2,,,3500,,30,602,2:49.6,72,546,181,0,105,41,Hwt,RowErg,No,,"2025-12-01 12:50:35"
109072780,"2025-11-30 07:00:00","3x200m/1:00r SkiErg",3:21.1,201.1,3:00.0,180,600,117,27,104,2:47.5,74,555,31,0,76,41,,SkiErg,No,,"2025-11-30 13:01:24"
109071794,"2025-11-30 06:50:00","3x5000m/2:00r BikeErg",40:46.5,2446.5,6:00.0,360,15000,740,63,2705,2:43.1,81,577,392,0,67,41,,BikeErg,No,,"2025-11-30 12:51:08"
109034100,"2025-11-29 07:35:00","12x500m/1:30r row",33:03.4,1983.4,18:00.0,1080,6000,1118,31,1202,2:45.2,78,566,311,0,104,41,Hwt,RowErg,No,,"2025-11-29 13:36:08"
108994604,"2025-11-28 09:00:00","4x10:00/2:00r BikeErg",40:00.0,2400,8:00.0,480,14306,960,64,2764,2:47.7,74,555,368,0,56,41,,BikeErg,No,,"2025-11-28 15:00:22"
108945966,"2025-11-27 07:37:00","4x750m/1:30r row",16:43.8,1003.8,6:00.0,360,3000,335,34,620,2:47.3,75,557,156,0,104,41,Hwt,RowErg,No,,"2025-11-27 13:37:46"
107380483,"2025-10-18 16:35:00","22:00 row",22:00.0,1320,,,4090,,28,628,2:41.3,83,586,219,0,101,41,Hwt,RowErg,No,,"2025-10-18 21:36:17"
107335584,"2025-10-17 06:54:00","6x500m/1:30r row",15:53.4,953.4,9:00.0,540,3000,747,30,592,2:38.9,87,600,160,0,102,41,Hwt,RowErg,No,,"2025-10-17 11:55:30"
107299885,"2025-10-16 06:47:00","41:36 BikeErg",41:36.8,2496.8,,,15465,,67,2822,2:41.4,83,586,404,0,56,41,,BikeErg,No,,"2025-10-16 11:48:44"
107217908,"2025-10-14 06:55:00","v2:00/1:00r...6 SkiErg",12:00.0,720,6:00.0,360,2026,144,26,331,2:57.6,62,514,104,0,74,41,,SkiErg,No,,"2025-10-14 11:56:33"
107175133,"2025-10-13 07:17:00","7x750m/1:30r row",28:14.3,1694.3,10:30.0,630,5250,367,29,880,2:41.3,83,586,278,0,103,41,Hwt,RowErg,No,,"2025-10-13 12:18:23"
107118889,"2025-10-11 08:59:00","3000m row",16:56.2,1016.2,,,3000,,30,507,2:49.3,72,547,156,0,103,41,Hwt,RowErg,No,,"2025-10-11 14:00:24"
107046165,"2025-10-09 06:52:00","4x250m/1:15r SkiErg",5:40.2,340.2,5:00.0,300,1000,53,25,147,2:50.1,71,544,52,0,75,41,,SkiErg,No,,"2025-10-09 11:53:05"
107006164,"2025-10-08 07:01:00","15:00 row",15:00.0,900,,,2914,,31,475,2:34.4,95,627,158,0,102,41,Hwt,RowErg,No,,"2025-10-08 12:01:41"
106963599,"2025-10-07 07:03:00","6x500m/1:15r row",16:06.4,966.4,7:30.0,450,3000,340,33,598,2:41.0,84,588,159,0,100,41,Hwt,RowErg,No,,"2025-10-07 12:04:48"
106789172,"2025-10-02 07:03:00","3x1000m/1:30r row",16:38.8,998.8,4:30.0,270,3000,60,34,588,2:46.4,76,561,157,0,102,41,Hwt,RowErg,No,,"2025-10-02 12:04:01"
106707187,"2025-09-30 06:45:00","2x500m/2:00r SkiErg",5:55.2,355.2,4:00.0,240,1000,82,23,151,2:57.6,62,515,52,0,75,41,,SkiErg,No,,"2025-09-30 11:45:53"
106664696,"2025-09-29 07:04:00","3x1000m/1:30r row",16:40.4,1000.4,4:30.0,270,3000,130,36,618,2:46.7,76,559,157,0,101,41,Hwt,RowErg,No,,"2025-09-29 12:04:31"
105723382,"2025-09-02 06:59:00","v500m/2:00r...4 row",10:41.3,641.3,8:00.0,480,2000,1107,33,530,2:40.3,85,592,106,0,102,41,Hwt,RowErg,No,,"2025-09-02 12:00:48"
105087459,"2025-08-14 06:55:00","8x250m/1:00r SkiErg",11:13.7,673.7,8:00.0,480,2000,115,30,349,2:48.4,73,552,105,0,73,41,,SkiErg,No,,"2025-08-14 11:55:36"
105016555,"2025-08-12 06:55:00","v1000m/1:00r...4 row",21:29.3,1289.3,4:00.0,240,4000,218,34,773,2:41.1,84,587,212,0,102,41,Hwt,RowErg,No,,"2025-08-12 11:55:34"
104923164,"2025-08-09 07:10:00","v1:00/3:00r...8 row",8:00.0,480,24:00.0,1440,1583,3501,32,846,2:31.6,100,645,87,0,102,41,Hwt,RowErg,No,,"2025-08-09 12:11:49"
104594125,"2025-07-30 06:43:00","v2:00/1:00r...7 row",17:00.0,1020,7:00.0,420,3345,578,31,615,2:32.4,99,639,183,0,103,41,Hwt,RowErg,No,,"2025-07-30 11:43:32"
104560164,"2025-07-29 07:21:00","v500m/2:00r...5 SkiErg",14:34.1,874.1,10:00.0,600,2500,307,27,444,2:54.8,66,525,128,0,83,41,,SkiErg,No,,"2025-07-29 12:22:02"
104523570,"2025-07-28 07:02:00","v5:00/2:00r...5 row",21:00.0,1260,10:00.0,600,4097,1196,30,808,2:33.7,96,631,223,0,103,41,Hwt,RowErg,No,,"2025-07-28 12:03:24"
104412090,"2025-07-24 07:08:00","2x500m/1:00r SkiErg",5:32.9,332.9,2:00.0,120,1000,24,28,154,2:46.4,76,561,50,0,97,41,,SkiErg,No,,"2025-07-24 12:09:06"
104223669,"2025-07-18 07:06:00","v1:00/1:00r...7 row",17:30.0,1050,17:30.0,1050,3332,2257,31,922,2:37.5,89,607,175,0,104,41,Hwt,RowErg,No,,"2025-07-18 12:07:03"
104124659,"2025-07-15 07:05:00","v1:00/2:00r...5 row",13:00.0,780,10:00.0,600,2454,1199,29,567,2:38.9,87,600,128,0,104,41,Hwt,RowErg,No,,"2025-07-15 12:06:35"
103876092,"2025-07-07 07:13:00","v1:00/1:00r...10 SkiErg",10:00.0,600,10:00.0,600,1776,614,29,375,2:48.9,73,549,86,0,97,41,,SkiErg,No,,"2025-07-07 12:14:04"
103875279,"2025-07-07 06:48:00","11:32 row",11:32.7,692.7,,,2022,,27,312,2:51.2,70,539,103,0,105,41,Hwt,RowErg,No,,"2025-07-07 11:49:08"
103768278,"2025-07-03 07:01:00","v2000m/3:00r...3 row",18:31.8,1111.8,6:00.0,360,3500,729,31,702,2:38.8,87,600,184,0,103,41,Hwt,RowErg,No,,"2025-07-03 12:02:37"
103558078,"2025-06-26 06:50:00","6x500m/1:00r row",15:33.1,933.1,6:00.0,360,3000,411,30,524,2:35.5,93,620,158,0,104,41,Hwt,RowErg,No,,"2025-06-26 11:51:00"
103526612,"2025-06-25 07:12:00","6x250m/1:15r SkiErg",8:24.6,504.6,7:30.0,450,1500,237,28,271,2:48.2,74,553,74,0,97,41,,SkiErg,No,,"2025-06-25 12:12:57"
103403777,"2025-06-21 07:09:00","4x500m/1:30r SkiErg",11:31.3,691.3,6:00.0,360,2000,255,27,354,2:52.8,68,533,100,0,97,41,,SkiErg,No,,"2025-06-21 12:09:18"
103340635,"2025-06-19 06:55:00","2000m row",11:17.7,677.7,,,2000,,28,325,2:49.4,72,547,99,0,103,41,Hwt,RowErg,No,,"2025-06-19 11:56:06"
103306753,"2025-06-18 06:41:00","v1:00/2:00r...5 row",15:00.0,900,10:00.0,600,2909,1134,29,620,2:34.6,95,625,154,0,104,41,Hwt,RowErg,No,,"2025-06-18 11:42:01"
103183595,"2025-06-14 08:03:00","3500m row",18:55.5,1135.5,,,3500,,31,601,2:42.2,82,582,181,0,102,41,Hwt,RowErg,No,,"2025-06-14 13:04:30"
102779780,"2025-06-02 07:00:00","v0:45/0:45r...20 row",15:00.0,900,15:00.0,900,3194,1559,30,680,2:20.8,125,730,171,0,105,41,Hwt,RowErg,No,,"2025-06-02 12:01:28"
102692187,"2025-05-30 06:57:00","v2000m/3:00r...3 row",17:31.5,1051.5,6:00.0,360,3500,586,29,608,2:30.2,103,655,190,0,104,41,Hwt,RowErg,No,,"2025-05-30 11:57:49"
102657965,"2025-05-29 06:41:00","v500m/0:45r...12 BikeErg",14:28.5,868.5,9:00.0,540,6000,1839,75,1426,2:24.7,115,697,165,0,56,41,,BikeErg,No,,"2025-05-29 11:42:48"
102545965,"2025-05-26 08:42:00","v1:00/2:00r...5 SkiErg",15:00.0,900,10:00.0,600,2590,603,28,501,2:53.7,67,529,130,0,99,41,,SkiErg,No,,"2025-05-26 13:43:28"
102517167,"2025-05-25 09:15:00","v1:00/1:00r...7 row",10:00.0,600,7:00.0,420,2222,227,28,308,2:15.0,142,789,129,0,107,41,Hwt,RowErg,No,,"2025-05-25 14:15:58"
102516609,"2025-05-25 08:57:00","3x500m/1:00r row",11:28.8,688.8,3:00.0,180,1500,185,21,278,3:49.6,29,399,78,0,104,41,Hwt,RowErg,No,,"2025-05-25 13:57:45"
102452886,"2025-05-23 06:55:00","8x250m/1:00r SkiErg",11:52.0,712,8:00.0,480,2000,271,27,350,2:58.0,62,513,96,0,98,41,,SkiErg,No,,"2025-05-23 11:56:35"
102416808,"2025-05-22 06:59:00","v500m/2:00r...5 row",18:48.9,1128.9,10:00.0,600,3500,741,30,683,2:41.2,83,587,181,0,104,41,Hwt,RowErg,No,,"2025-05-22 12:00:59"
102340659,"2025-05-20 06:56:00","5x2000m/2:00r BikeErg",25:57.5,1557.5,10:00.0,600,10000,1584,70,2117,2:35.7,93,618,265,0,55,41,,BikeErg,No,,"2025-05-20 11:56:54"
102300193,"2025-05-19 06:50:00","v1:00/1:00r...12 row",12:00.0,720,12:00.0,720,2370,1203,28,515,2:31.8,100,643,124,0,105,41,Hwt,RowErg,No,,"2025-05-19 11:51:42"
102244403,"2025-05-17 07:52:00","v2:00/1:00r...7 row",17:00.0,1020,7:00.0,420,3019,588,28,573,2:48.9,73,549,154,0,102,41,Hwt,RowErg,No,,"2025-05-17 12:52:30"
102033215,"2025-05-11 07:11:00","4x10:00/1:15r BikeErg",40:00.0,2400,5:00.0,300,15206,134,69,2794,2:37.8,89,606,404,0,56,41,,BikeErg,No,,"2025-05-11 12:12:04"
102006324,"2025-05-10 07:33:00","v1:00/1:00r...7 SkiErg",17:30.0,1050,17:30.0,1050,3038,1082,28,649,2:52.8,68,533,152,0,98,41,,SkiErg,No,,"2025-05-10 12:34:13"
101975468,"2025-05-09 07:08:00","v4:00/2:00r...7 row",19:00.0,1140,14:00.0,840,3709,1208,29,735,2:33.6,96,631,198,0,105,41,Hwt,RowErg,No,,"2025-05-09 12:08:45"
101899178,"2025-05-07 06:55:00","6x1:00/2:00r SkiErg",6:00.0,360,12:00.0,720,1096,92,30,183,2:44.2,79,571,56,0,98,41,,SkiErg,No,,"2025-05-07 11:56:38"
101858586,"2025-05-06 07:01:00","v3:00/2:00r...5 row",15:00.0,900,10:00.0,600,3046,941,29,575,2:27.7,109,673,166,0,104,41,Hwt,RowErg,No,,"2025-05-06 12:02:21"
101818171,"2025-05-05 06:49:00","8x1:30/0:45r SkiErg",12:00.0,720,6:00.0,360,2234,165,31,388,2:41.1,84,587,115,0,97,41,,SkiErg,No,,"2025-05-05 11:50:50"
101790242,"2025-05-04 09:09:00","4x10:00/2:00r BikeErg",40:00.0,2400,8:00.0,480,14839,809,67,2853,2:41.7,83,584,389,0,56,41,,BikeErg,No,,"2025-05-04 14:10:04"
101760699,"2025-05-03 08:41:00","5x1:15/0:30r SkiErg",6:15.0,375,2:30.0,150,1082,137,28,187,2:53.2,67,531,52,0,98,41,,SkiErg,No,,"2025-05-03 13:41:52"
101759923,"2025-05-03 08:18:00","v5:00/2:00r...4 row",20:00.0,1200,8:00.0,480,4006,746,29,693,2:29.7,104,658,218,0,103,41,Hwt,RowErg,No,,"2025-05-03 13:18:49"
101691880,"2025-05-01 07:09:00","8x500m/0:45r row",20:33.7,1233.7,6:00.0,360,4000,261,28,619,2:34.2,95,628,212,0,103,41,Hwt,RowErg,No,,"2025-05-01 12:10:25"
